"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"1426"	"steelblue"	TRUE	5.93e-06	103	622	19	0.031	0.184	"GO:0000725"	"BP"	4	"recombinational repair"	4	"ENSG00000072121,ENSG00000083093,ENSG00000101773,ENSG00000104320,ENSG00000111877,ENSG00000122376,ENSG00000125843,ENSG00000128908,ENSG00000132436,ENSG00000134758,ENSG00000163312,ENSG00000163605,ENSG00000165392,ENSG00000173928,ENSG00000175595,ENSG00000178295,ENSG00000181555,ENSG00000198887,ENSG00000247746"	7.11654769495749
"1427"	"steelblue"	TRUE	5e-06	102	622	19	0.031	0.186	"GO:0000724"	"BP"	4	"double-strand break repair via homologous recombination"	5	"ENSG00000072121,ENSG00000083093,ENSG00000101773,ENSG00000104320,ENSG00000111877,ENSG00000122376,ENSG00000125843,ENSG00000128908,ENSG00000132436,ENSG00000134758,ENSG00000163312,ENSG00000163605,ENSG00000165392,ENSG00000173928,ENSG00000175595,ENSG00000178295,ENSG00000181555,ENSG00000198887,ENSG00000247746"	7.12559753047741
"1428"	"steelblue"	TRUE	1.53e-07	4534	622	230	0.37	0.051	"GO:0031323"	"BP"	4	"regulation of cellular metabolic process"	1	"ENSG00000005436,ENSG00000009954,ENSG00000010072,ENSG00000010244,ENSG00000029363,ENSG00000032219,ENSG00000042429,ENSG00000047410,ENSG00000054118,ENSG00000054267,ENSG00000062650,ENSG00000063587,ENSG00000064313,ENSG00000064703,ENSG00000065526,ENSG00000065883,ENSG00000066117,ENSG00000070476,ENSG00000076053,ENSG00000080839,ENSG00000082146,ENSG00000082516,ENSG00000083312,ENSG00000083535,ENSG00000083635,ENSG00000083799,ENSG00000088888,ENSG00000090054,ENSG00000090612,ENSG00000090857,ENSG00000091039,ENSG00000092108,ENSG00000092978,ENSG00000095015,ENSG00000097033,ENSG00000100105,ENSG00000100330,ENSG00000100393,ENSG00000101639,ENSG00000101773,ENSG00000102699,ENSG00000104320,ENSG00000104375,ENSG00000105656,ENSG00000105866,ENSG00000106785,ENSG00000107164,ENSG00000107290,ENSG00000107566,ENSG00000107854,ENSG00000107929,ENSG00000108055,ENSG00000108443,ENSG00000108510,ENSG00000108854,ENSG00000110075,ENSG00000111206,ENSG00000111358,ENSG00000111581,ENSG00000111596,ENSG00000111642,ENSG00000111707,ENSG00000111783,ENSG00000112242,ENSG00000112964,ENSG00000113296,ENSG00000113300,ENSG00000113658,ENSG00000113742,ENSG00000118058,ENSG00000119285,ENSG00000119321,ENSG00000119778,ENSG00000120533,ENSG00000120616,ENSG00000120699,ENSG00000120963,ENSG00000121864,ENSG00000121892,ENSG00000121989,ENSG00000122376,ENSG00000122692,ENSG00000122882,ENSG00000122958,ENSG00000123411,ENSG00000124279,ENSG00000124383,ENSG00000125686,ENSG00000126804,ENSG00000127081,ENSG00000128791,ENSG00000128908,ENSG00000131023,ENSG00000131115,ENSG00000132356,ENSG00000132376,ENSG00000132436,ENSG00000132768,ENSG00000133111,ENSG00000134109,ENSG00000134352,ENSG00000134371,ENSG00000134758,ENSG00000135870,ENSG00000135913,ENSG00000136021,ENSG00000136560,ENSG00000136866,ENSG00000138375,ENSG00000138448,ENSG00000138660,ENSG00000139668,ENSG00000139746,ENSG00000141380,ENSG00000141446,ENSG00000141582,ENSG00000142867,ENSG00000143322,ENSG00000143970,ENSG00000144468,ENSG00000144580,ENSG00000144736,ENSG00000144747,ENSG00000144895,ENSG00000146281,ENSG00000146373,ENSG00000146587,ENSG00000147316,ENSG00000151332,ENSG00000151694,ENSG00000151893,ENSG00000152942,ENSG00000153922,ENSG00000154059,ENSG00000154727,ENSG00000156374,ENSG00000156671,ENSG00000157106,ENSG00000157212,ENSG00000157429,ENSG00000158406,ENSG00000158711,ENSG00000159346,ENSG00000160336,ENSG00000160679,ENSG00000162607,ENSG00000163104,ENSG00000163291,ENSG00000163510,ENSG00000163605,ENSG00000163785,ENSG00000164162,ENSG00000164163,ENSG00000164164,ENSG00000164190,ENSG00000164329,ENSG00000164631,ENSG00000164741,ENSG00000164938,ENSG00000164944,ENSG00000165392,ENSG00000165646,ENSG00000167555,ENSG00000169016,ENSG00000169131,ENSG00000169375,ENSG00000169967,ENSG00000170242,ENSG00000170260,ENSG00000170348,ENSG00000170365,ENSG00000170677,ENSG00000170734,ENSG00000170881,ENSG00000171161,ENSG00000171681,ENSG00000171988,ENSG00000172007,ENSG00000172071,ENSG00000172845,ENSG00000173011,ENSG00000174606,ENSG00000174840,ENSG00000175595,ENSG00000178187,ENSG00000178691,ENSG00000179134,ENSG00000180370,ENSG00000181555,ENSG00000181827,ENSG00000182986,ENSG00000183576,ENSG00000185238,ENSG00000185591,ENSG00000185697,ENSG00000185728,ENSG00000185869,ENSG00000186448,ENSG00000187079,ENSG00000187607,ENSG00000188993,ENSG00000196268,ENSG00000196387,ENSG00000196396,ENSG00000196417,ENSG00000196591,ENSG00000197062,ENSG00000197323,ENSG00000197579,ENSG00000197619,ENSG00000197724,ENSG00000197841,ENSG00000197961,ENSG00000198160,ENSG00000198205,ENSG00000198252,ENSG00000198346,ENSG00000198453,ENSG00000198715,ENSG00000198815,ENSG00000198833,ENSG00000204599,ENSG00000204604,ENSG00000225830,ENSG00000233757,ENSG00000245680,ENSG00000247746,ENSG00000251247,ENSG00000254004,ENSG00000263002"	2.38208934033435
"1429"	"steelblue"	TRUE	2.06e-05	2958	622	158	0.254	0.053	"GO:0031326"	"BP"	4	"regulation of cellular biosynthetic process"	2	"ENSG00000005436,ENSG00000009954,ENSG00000010244,ENSG00000029363,ENSG00000032219,ENSG00000042429,ENSG00000047410,ENSG00000054118,ENSG00000054267,ENSG00000062650,ENSG00000063587,ENSG00000064313,ENSG00000064703,ENSG00000065526,ENSG00000065883,ENSG00000066117,ENSG00000070476,ENSG00000080839,ENSG00000082516,ENSG00000083535,ENSG00000083635,ENSG00000083799,ENSG00000088888,ENSG00000090612,ENSG00000090857,ENSG00000100105,ENSG00000100393,ENSG00000101773,ENSG00000102699,ENSG00000104320,ENSG00000104375,ENSG00000105656,ENSG00000105866,ENSG00000106785,ENSG00000107164,ENSG00000107290,ENSG00000107566,ENSG00000107854,ENSG00000107929,ENSG00000108055,ENSG00000108443,ENSG00000108510,ENSG00000108854,ENSG00000111206,ENSG00000111358,ENSG00000111581,ENSG00000111596,ENSG00000111642,ENSG00000111707,ENSG00000111783,ENSG00000112242,ENSG00000113300,ENSG00000113658,ENSG00000113742,ENSG00000118058,ENSG00000119285,ENSG00000119778,ENSG00000120533,ENSG00000120616,ENSG00000120963,ENSG00000121864,ENSG00000121892,ENSG00000121989,ENSG00000122882,ENSG00000123411,ENSG00000124279,ENSG00000125686,ENSG00000126804,ENSG00000127081,ENSG00000128908,ENSG00000131115,ENSG00000132356,ENSG00000132376,ENSG00000132768,ENSG00000133111,ENSG00000134371,ENSG00000135870,ENSG00000135913,ENSG00000136866,ENSG00000138375,ENSG00000141380,ENSG00000141446,ENSG00000141582,ENSG00000142867,ENSG00000143970,ENSG00000144580,ENSG00000144747,ENSG00000144895,ENSG00000146587,ENSG00000147316,ENSG00000152942,ENSG00000153922,ENSG00000154059,ENSG00000154727,ENSG00000156374,ENSG00000156671,ENSG00000157212,ENSG00000157429,ENSG00000158406,ENSG00000158711,ENSG00000159346,ENSG00000160336,ENSG00000163104,ENSG00000164190,ENSG00000164631,ENSG00000164938,ENSG00000167555,ENSG00000169016,ENSG00000169131,ENSG00000169375,ENSG00000169967,ENSG00000170242,ENSG00000170260,ENSG00000170365,ENSG00000170881,ENSG00000171161,ENSG00000171681,ENSG00000171988,ENSG00000172071,ENSG00000172845,ENSG00000173011,ENSG00000178187,ENSG00000178691,ENSG00000179134,ENSG00000181827,ENSG00000182986,ENSG00000183576,ENSG00000185238,ENSG00000185591,ENSG00000185697,ENSG00000185728,ENSG00000185869,ENSG00000186448,ENSG00000187079,ENSG00000187607,ENSG00000196268,ENSG00000196387,ENSG00000196417,ENSG00000196591,ENSG00000197062,ENSG00000197323,ENSG00000197619,ENSG00000197724,ENSG00000197841,ENSG00000197961,ENSG00000198160,ENSG00000198205,ENSG00000198346,ENSG00000198453,ENSG00000198715,ENSG00000198815,ENSG00000204604,ENSG00000225830,ENSG00000233757,ENSG00000245680,ENSG00000251247,ENSG00000254004,ENSG00000263002"	2.94883546027591
"1430"	"steelblue"	TRUE	1.49e-05	2800	622	152	0.244	0.054	"GO:2000112"	"BP"	4	"regulation of cellular macromolecule biosynthetic process"	3	"ENSG00000005436,ENSG00000009954,ENSG00000010244,ENSG00000029363,ENSG00000032219,ENSG00000042429,ENSG00000047410,ENSG00000054118,ENSG00000054267,ENSG00000062650,ENSG00000063587,ENSG00000064313,ENSG00000064703,ENSG00000065526,ENSG00000065883,ENSG00000066117,ENSG00000070476,ENSG00000080839,ENSG00000082516,ENSG00000083635,ENSG00000083799,ENSG00000088888,ENSG00000090612,ENSG00000100105,ENSG00000100393,ENSG00000101773,ENSG00000102699,ENSG00000104320,ENSG00000104375,ENSG00000105656,ENSG00000105866,ENSG00000106785,ENSG00000107164,ENSG00000107290,ENSG00000107566,ENSG00000107854,ENSG00000107929,ENSG00000108055,ENSG00000108443,ENSG00000108510,ENSG00000108854,ENSG00000111206,ENSG00000111358,ENSG00000111581,ENSG00000111596,ENSG00000111642,ENSG00000111707,ENSG00000111783,ENSG00000112242,ENSG00000113658,ENSG00000113742,ENSG00000118058,ENSG00000119285,ENSG00000119778,ENSG00000120533,ENSG00000120616,ENSG00000120963,ENSG00000121864,ENSG00000121892,ENSG00000121989,ENSG00000122882,ENSG00000123411,ENSG00000124279,ENSG00000125686,ENSG00000126804,ENSG00000127081,ENSG00000128908,ENSG00000131115,ENSG00000132376,ENSG00000132768,ENSG00000133111,ENSG00000134371,ENSG00000135870,ENSG00000135913,ENSG00000136866,ENSG00000138375,ENSG00000141380,ENSG00000141446,ENSG00000141582,ENSG00000142867,ENSG00000143970,ENSG00000144580,ENSG00000144747,ENSG00000144895,ENSG00000146587,ENSG00000147316,ENSG00000152942,ENSG00000153922,ENSG00000154059,ENSG00000154727,ENSG00000156374,ENSG00000157212,ENSG00000157429,ENSG00000158406,ENSG00000158711,ENSG00000160336,ENSG00000163104,ENSG00000164190,ENSG00000164631,ENSG00000164938,ENSG00000167555,ENSG00000169016,ENSG00000169131,ENSG00000169375,ENSG00000169967,ENSG00000170242,ENSG00000170260,ENSG00000170365,ENSG00000170881,ENSG00000171161,ENSG00000171681,ENSG00000171988,ENSG00000172071,ENSG00000172845,ENSG00000173011,ENSG00000178187,ENSG00000178691,ENSG00000179134,ENSG00000181827,ENSG00000182986,ENSG00000183576,ENSG00000185238,ENSG00000185591,ENSG00000185697,ENSG00000185728,ENSG00000185869,ENSG00000186448,ENSG00000187079,ENSG00000187607,ENSG00000196268,ENSG00000196387,ENSG00000196417,ENSG00000196591,ENSG00000197062,ENSG00000197323,ENSG00000197619,ENSG00000197724,ENSG00000197841,ENSG00000197961,ENSG00000198160,ENSG00000198205,ENSG00000198346,ENSG00000198453,ENSG00000198715,ENSG00000198815,ENSG00000204604,ENSG00000225830,ENSG00000233757,ENSG00000245680,ENSG00000251247,ENSG00000254004,ENSG00000263002"	3.05532834713118
"1431"	"steelblue"	TRUE	9.49e-10	2874	622	170	0.273	0.059	"GO:0019219"	"BP"	4	"regulation of nucleobase-containing compound metabolic process"	2	"ENSG00000005436,ENSG00000009954,ENSG00000010244,ENSG00000029363,ENSG00000032219,ENSG00000042429,ENSG00000047410,ENSG00000054118,ENSG00000054267,ENSG00000062650,ENSG00000063587,ENSG00000064313,ENSG00000064703,ENSG00000065526,ENSG00000065883,ENSG00000066117,ENSG00000070476,ENSG00000076053,ENSG00000080839,ENSG00000083312,ENSG00000083635,ENSG00000083799,ENSG00000088888,ENSG00000090612,ENSG00000090857,ENSG00000100105,ENSG00000100393,ENSG00000101773,ENSG00000102699,ENSG00000104320,ENSG00000104375,ENSG00000105656,ENSG00000105866,ENSG00000106785,ENSG00000107164,ENSG00000107290,ENSG00000107566,ENSG00000107854,ENSG00000108055,ENSG00000108510,ENSG00000108854,ENSG00000111206,ENSG00000111358,ENSG00000111581,ENSG00000111596,ENSG00000111642,ENSG00000111707,ENSG00000111783,ENSG00000112242,ENSG00000113300,ENSG00000113658,ENSG00000118058,ENSG00000119285,ENSG00000119778,ENSG00000120533,ENSG00000120616,ENSG00000120699,ENSG00000120963,ENSG00000121864,ENSG00000121892,ENSG00000121989,ENSG00000122376,ENSG00000122692,ENSG00000122882,ENSG00000123411,ENSG00000124279,ENSG00000125686,ENSG00000126804,ENSG00000127081,ENSG00000128908,ENSG00000131115,ENSG00000132356,ENSG00000132376,ENSG00000132436,ENSG00000133111,ENSG00000134371,ENSG00000135870,ENSG00000135913,ENSG00000136866,ENSG00000138375,ENSG00000141380,ENSG00000141446,ENSG00000141582,ENSG00000142867,ENSG00000143970,ENSG00000144580,ENSG00000144736,ENSG00000144747,ENSG00000146587,ENSG00000147316,ENSG00000152942,ENSG00000153922,ENSG00000154059,ENSG00000154727,ENSG00000156374,ENSG00000157106,ENSG00000157212,ENSG00000157429,ENSG00000158406,ENSG00000158711,ENSG00000160336,ENSG00000162607,ENSG00000163104,ENSG00000163510,ENSG00000163605,ENSG00000164163,ENSG00000164164,ENSG00000164190,ENSG00000164329,ENSG00000164631,ENSG00000164938,ENSG00000164944,ENSG00000165392,ENSG00000167555,ENSG00000169016,ENSG00000169131,ENSG00000169375,ENSG00000169967,ENSG00000170242,ENSG00000170260,ENSG00000170365,ENSG00000170734,ENSG00000171161,ENSG00000171681,ENSG00000171988,ENSG00000172071,ENSG00000172845,ENSG00000173011,ENSG00000174606,ENSG00000174840,ENSG00000175595,ENSG00000178187,ENSG00000178691,ENSG00000179134,ENSG00000181555,ENSG00000181827,ENSG00000182986,ENSG00000183576,ENSG00000185238,ENSG00000185591,ENSG00000185697,ENSG00000185728,ENSG00000185869,ENSG00000186448,ENSG00000187079,ENSG00000187607,ENSG00000196268,ENSG00000196387,ENSG00000196417,ENSG00000196591,ENSG00000197062,ENSG00000197323,ENSG00000197619,ENSG00000197724,ENSG00000197841,ENSG00000197961,ENSG00000198160,ENSG00000198205,ENSG00000198346,ENSG00000198453,ENSG00000198715,ENSG00000198815,ENSG00000204604,ENSG00000225830,ENSG00000233757,ENSG00000245680,ENSG00000247746,ENSG00000251247,ENSG00000254004,ENSG00000263002"	2.99480415854728
"1432"	"steelblue"	TRUE	3.69e-06	2650	622	148	0.238	0.056	"GO:0051252"	"BP"	4	"regulation of RNA metabolic process"	3	"ENSG00000005436,ENSG00000009954,ENSG00000010244,ENSG00000029363,ENSG00000032219,ENSG00000042429,ENSG00000047410,ENSG00000054118,ENSG00000054267,ENSG00000063587,ENSG00000064313,ENSG00000064703,ENSG00000065526,ENSG00000065883,ENSG00000066117,ENSG00000070476,ENSG00000076053,ENSG00000080839,ENSG00000083312,ENSG00000083635,ENSG00000083799,ENSG00000088888,ENSG00000090612,ENSG00000100105,ENSG00000100393,ENSG00000101773,ENSG00000104375,ENSG00000105656,ENSG00000105866,ENSG00000106785,ENSG00000107164,ENSG00000107290,ENSG00000107566,ENSG00000108510,ENSG00000108854,ENSG00000111206,ENSG00000111358,ENSG00000111581,ENSG00000111596,ENSG00000111642,ENSG00000111707,ENSG00000111783,ENSG00000112242,ENSG00000113300,ENSG00000113658,ENSG00000118058,ENSG00000119285,ENSG00000119778,ENSG00000120533,ENSG00000120616,ENSG00000120699,ENSG00000120963,ENSG00000121864,ENSG00000121989,ENSG00000122692,ENSG00000122882,ENSG00000123411,ENSG00000124279,ENSG00000125686,ENSG00000126804,ENSG00000127081,ENSG00000128908,ENSG00000131115,ENSG00000132376,ENSG00000133111,ENSG00000134371,ENSG00000135870,ENSG00000136866,ENSG00000138375,ENSG00000141380,ENSG00000141582,ENSG00000142867,ENSG00000143970,ENSG00000144580,ENSG00000144736,ENSG00000144747,ENSG00000146587,ENSG00000147316,ENSG00000153922,ENSG00000154059,ENSG00000154727,ENSG00000156374,ENSG00000157212,ENSG00000157429,ENSG00000158406,ENSG00000158711,ENSG00000160336,ENSG00000163104,ENSG00000163510,ENSG00000164163,ENSG00000164190,ENSG00000164329,ENSG00000164631,ENSG00000164938,ENSG00000164944,ENSG00000167555,ENSG00000169016,ENSG00000169131,ENSG00000169375,ENSG00000169967,ENSG00000170242,ENSG00000170260,ENSG00000170365,ENSG00000171161,ENSG00000171681,ENSG00000171988,ENSG00000172071,ENSG00000172845,ENSG00000173011,ENSG00000174606,ENSG00000174840,ENSG00000178187,ENSG00000178691,ENSG00000179134,ENSG00000181827,ENSG00000182986,ENSG00000183576,ENSG00000185238,ENSG00000185591,ENSG00000185697,ENSG00000185728,ENSG00000185869,ENSG00000186448,ENSG00000187079,ENSG00000187607,ENSG00000196268,ENSG00000196387,ENSG00000196417,ENSG00000196591,ENSG00000197062,ENSG00000197323,ENSG00000197619,ENSG00000197724,ENSG00000197841,ENSG00000197961,ENSG00000198160,ENSG00000198205,ENSG00000198346,ENSG00000198453,ENSG00000198715,ENSG00000198815,ENSG00000204604,ENSG00000225830,ENSG00000233757,ENSG00000245680,ENSG00000251247,ENSG00000254004,ENSG00000263002"	3.09393462856791
"1433"	"steelblue"	TRUE	0.000155	2443	622	133	0.214	0.054	"GO:2001141"	"BP"	4	"regulation of RNA biosynthetic process"	4	"ENSG00000005436,ENSG00000009954,ENSG00000010244,ENSG00000029363,ENSG00000032219,ENSG00000042429,ENSG00000047410,ENSG00000054118,ENSG00000054267,ENSG00000063587,ENSG00000064313,ENSG00000064703,ENSG00000065526,ENSG00000065883,ENSG00000066117,ENSG00000070476,ENSG00000080839,ENSG00000083635,ENSG00000083799,ENSG00000088888,ENSG00000090612,ENSG00000100105,ENSG00000100393,ENSG00000101773,ENSG00000104375,ENSG00000105656,ENSG00000105866,ENSG00000106785,ENSG00000107164,ENSG00000107290,ENSG00000107566,ENSG00000108510,ENSG00000108854,ENSG00000111206,ENSG00000111358,ENSG00000111581,ENSG00000111596,ENSG00000111642,ENSG00000111707,ENSG00000111783,ENSG00000112242,ENSG00000113300,ENSG00000113658,ENSG00000118058,ENSG00000119285,ENSG00000119778,ENSG00000120533,ENSG00000120616,ENSG00000120963,ENSG00000121864,ENSG00000121989,ENSG00000122882,ENSG00000123411,ENSG00000125686,ENSG00000126804,ENSG00000127081,ENSG00000128908,ENSG00000131115,ENSG00000132376,ENSG00000133111,ENSG00000134371,ENSG00000136866,ENSG00000138375,ENSG00000141380,ENSG00000141582,ENSG00000142867,ENSG00000143970,ENSG00000144580,ENSG00000144747,ENSG00000146587,ENSG00000147316,ENSG00000153922,ENSG00000154059,ENSG00000154727,ENSG00000156374,ENSG00000157212,ENSG00000157429,ENSG00000158406,ENSG00000158711,ENSG00000160336,ENSG00000163104,ENSG00000164190,ENSG00000164631,ENSG00000164938,ENSG00000167555,ENSG00000169016,ENSG00000169131,ENSG00000169375,ENSG00000169967,ENSG00000170242,ENSG00000170260,ENSG00000170365,ENSG00000171161,ENSG00000171681,ENSG00000171988,ENSG00000172071,ENSG00000172845,ENSG00000173011,ENSG00000178187,ENSG00000178691,ENSG00000181827,ENSG00000182986,ENSG00000183576,ENSG00000185238,ENSG00000185591,ENSG00000185697,ENSG00000185869,ENSG00000186448,ENSG00000187079,ENSG00000187607,ENSG00000196268,ENSG00000196387,ENSG00000196417,ENSG00000196591,ENSG00000197062,ENSG00000197323,ENSG00000197619,ENSG00000197724,ENSG00000197841,ENSG00000197961,ENSG00000198160,ENSG00000198205,ENSG00000198346,ENSG00000198453,ENSG00000198715,ENSG00000198815,ENSG00000204604,ENSG00000225830,ENSG00000233757,ENSG00000245680,ENSG00000251247,ENSG00000254004,ENSG00000263002"	3.12889920785718
"1434"	"steelblue"	TRUE	0.000128	2435	622	133	0.214	0.055	"GO:1903506"	"BP"	4	"regulation of nucleic acid-templated transcription"	5	"ENSG00000005436,ENSG00000009954,ENSG00000010244,ENSG00000029363,ENSG00000032219,ENSG00000042429,ENSG00000047410,ENSG00000054118,ENSG00000054267,ENSG00000063587,ENSG00000064313,ENSG00000064703,ENSG00000065526,ENSG00000065883,ENSG00000066117,ENSG00000070476,ENSG00000080839,ENSG00000083635,ENSG00000083799,ENSG00000088888,ENSG00000090612,ENSG00000100105,ENSG00000100393,ENSG00000101773,ENSG00000104375,ENSG00000105656,ENSG00000105866,ENSG00000106785,ENSG00000107164,ENSG00000107290,ENSG00000107566,ENSG00000108510,ENSG00000108854,ENSG00000111206,ENSG00000111358,ENSG00000111581,ENSG00000111596,ENSG00000111642,ENSG00000111707,ENSG00000111783,ENSG00000112242,ENSG00000113300,ENSG00000113658,ENSG00000118058,ENSG00000119285,ENSG00000119778,ENSG00000120533,ENSG00000120616,ENSG00000120963,ENSG00000121864,ENSG00000121989,ENSG00000122882,ENSG00000123411,ENSG00000125686,ENSG00000126804,ENSG00000127081,ENSG00000128908,ENSG00000131115,ENSG00000132376,ENSG00000133111,ENSG00000134371,ENSG00000136866,ENSG00000138375,ENSG00000141380,ENSG00000141582,ENSG00000142867,ENSG00000143970,ENSG00000144580,ENSG00000144747,ENSG00000146587,ENSG00000147316,ENSG00000153922,ENSG00000154059,ENSG00000154727,ENSG00000156374,ENSG00000157212,ENSG00000157429,ENSG00000158406,ENSG00000158711,ENSG00000160336,ENSG00000163104,ENSG00000164190,ENSG00000164631,ENSG00000164938,ENSG00000167555,ENSG00000169016,ENSG00000169131,ENSG00000169375,ENSG00000169967,ENSG00000170242,ENSG00000170260,ENSG00000170365,ENSG00000171161,ENSG00000171681,ENSG00000171988,ENSG00000172071,ENSG00000172845,ENSG00000173011,ENSG00000178187,ENSG00000178691,ENSG00000181827,ENSG00000182986,ENSG00000183576,ENSG00000185238,ENSG00000185591,ENSG00000185697,ENSG00000185869,ENSG00000186448,ENSG00000187079,ENSG00000187607,ENSG00000196268,ENSG00000196387,ENSG00000196417,ENSG00000196591,ENSG00000197062,ENSG00000197323,ENSG00000197619,ENSG00000197724,ENSG00000197841,ENSG00000197961,ENSG00000198160,ENSG00000198205,ENSG00000198346,ENSG00000198453,ENSG00000198715,ENSG00000198815,ENSG00000204604,ENSG00000225830,ENSG00000233757,ENSG00000245680,ENSG00000251247,ENSG00000254004,ENSG00000263002"	3.1437093068946
"1435"	"steelblue"	TRUE	0.000308	2424	622	131	0.211	0.054	"GO:0006355"	"BP"	4	"regulation of transcription, DNA-templated"	6	"ENSG00000005436,ENSG00000009954,ENSG00000010244,ENSG00000029363,ENSG00000032219,ENSG00000042429,ENSG00000047410,ENSG00000054118,ENSG00000054267,ENSG00000063587,ENSG00000064313,ENSG00000064703,ENSG00000065526,ENSG00000065883,ENSG00000066117,ENSG00000070476,ENSG00000080839,ENSG00000083635,ENSG00000083799,ENSG00000088888,ENSG00000090612,ENSG00000100105,ENSG00000100393,ENSG00000101773,ENSG00000104375,ENSG00000105656,ENSG00000105866,ENSG00000106785,ENSG00000107164,ENSG00000107290,ENSG00000107566,ENSG00000108510,ENSG00000108854,ENSG00000111206,ENSG00000111358,ENSG00000111581,ENSG00000111596,ENSG00000111642,ENSG00000111707,ENSG00000111783,ENSG00000112242,ENSG00000113658,ENSG00000118058,ENSG00000119285,ENSG00000119778,ENSG00000120533,ENSG00000120616,ENSG00000120963,ENSG00000121864,ENSG00000121989,ENSG00000122882,ENSG00000123411,ENSG00000125686,ENSG00000126804,ENSG00000127081,ENSG00000128908,ENSG00000131115,ENSG00000132376,ENSG00000133111,ENSG00000134371,ENSG00000136866,ENSG00000138375,ENSG00000141380,ENSG00000141582,ENSG00000142867,ENSG00000143970,ENSG00000144747,ENSG00000146587,ENSG00000147316,ENSG00000153922,ENSG00000154059,ENSG00000154727,ENSG00000156374,ENSG00000157212,ENSG00000157429,ENSG00000158406,ENSG00000158711,ENSG00000160336,ENSG00000163104,ENSG00000164190,ENSG00000164631,ENSG00000164938,ENSG00000167555,ENSG00000169016,ENSG00000169131,ENSG00000169375,ENSG00000169967,ENSG00000170242,ENSG00000170260,ENSG00000170365,ENSG00000171161,ENSG00000171681,ENSG00000171988,ENSG00000172071,ENSG00000172845,ENSG00000173011,ENSG00000178187,ENSG00000178691,ENSG00000181827,ENSG00000182986,ENSG00000183576,ENSG00000185238,ENSG00000185591,ENSG00000185697,ENSG00000185869,ENSG00000186448,ENSG00000187079,ENSG00000187607,ENSG00000196268,ENSG00000196387,ENSG00000196417,ENSG00000196591,ENSG00000197062,ENSG00000197323,ENSG00000197619,ENSG00000197724,ENSG00000197841,ENSG00000197961,ENSG00000198160,ENSG00000198205,ENSG00000198346,ENSG00000198453,ENSG00000198715,ENSG00000198815,ENSG00000204604,ENSG00000225830,ENSG00000233757,ENSG00000245680,ENSG00000251247,ENSG00000254004,ENSG00000263002"	3.15307825371539
"1436"	"steelblue"	TRUE	0.0355	54	622	10	0.016	0.185	"GO:0001510"	"BP"	4	"RNA methylation"	1	"ENSG00000037474,ENSG00000089195,ENSG00000107614,ENSG00000126814,ENSG00000137574,ENSG00000137760,ENSG00000145331,ENSG00000164944,ENSG00000165055,ENSG00000180917"	7.68294316987829
"1437"	"steelblue"	TRUE	0.0465	181	622	19	0.031	0.105	"GO:0051168"	"BP"	18	"nuclear export"	1	"ENSG00000030066,ENSG00000047410,ENSG00000082146,ENSG00000108559,ENSG00000111581,ENSG00000119203,ENSG00000120253,ENSG00000120533,ENSG00000124571,ENSG00000125676,ENSG00000132953,ENSG00000136450,ENSG00000138750,ENSG00000139496,ENSG00000157106,ENSG00000160679,ENSG00000164163,ENSG00000181555,ENSG00000198252"	6.54287416753184
"1438"	"steelblue"	TRUE	0.0112	164	622	19	0.031	0.116	"GO:0006611"	"BP"	18	"protein export from nucleus"	1	"ENSG00000030066,ENSG00000047410,ENSG00000082146,ENSG00000108559,ENSG00000111581,ENSG00000119203,ENSG00000120253,ENSG00000120533,ENSG00000124571,ENSG00000125676,ENSG00000132953,ENSG00000136450,ENSG00000138750,ENSG00000139496,ENSG00000157106,ENSG00000160679,ENSG00000164163,ENSG00000181555,ENSG00000198252"	7.78302662843527
"1439"	"steelblue"	TRUE	0.0113	382	622	32	0.051	0.084	"GO:0022613"	"BP"	12	"ribonucleoprotein complex biogenesis"	1	"ENSG00000005436,ENSG00000064703,ENSG00000066654,ENSG00000082516,ENSG00000083635,ENSG00000088930,ENSG00000101782,ENSG00000107290,ENSG00000108559,ENSG00000111596,ENSG00000113300,ENSG00000117597,ENSG00000119285,ENSG00000120699,ENSG00000120800,ENSG00000124383,ENSG00000134371,ENSG00000135870,ENSG00000136450,ENSG00000136891,ENSG00000137574,ENSG00000139218,ENSG00000140830,ENSG00000144736,ENSG00000144895,ENSG00000147679,ENSG00000150990,ENSG00000152520,ENSG00000155393,ENSG00000162408,ENSG00000164163,ENSG00000198000"	5.54568205730963
